Date,Open,High,Low,Close,Adj Close,Volume
2021-10-04,364.670013,373.989990,364.299988,373.869995,373.869995,82834349
2021-10-05,378.019989,386.500000,378.019989,386.149994,386.149994,122690077
2021-10-06,395.000000,397.640015,370.290009,371.750000,371.750000,181744810
2021-10-07,382.179993,384.299988,361.609985,369.010010,369.010010,144004110
2021-10-08,371.500000,373.000000,364.769989,367.559998,367.559998,64443171
2021-10-11,369.000000,372.609985,363.700012,370.230011,370.230011,74125001
2021-10-12,369.000000,368.850006,362.250000,365.190002,365.190002,52528641
2021-10-13,365.239990,365.440002,352.709991,359.579987,359.579987,89468131
2021-10-14,366.399994,369.700012,364.350006,366.329987,366.329987,56127710
2021-10-15,368.399994,369.350006,366.609985,367.989990,367.989990,33811661
2021-10-18,365.010010,366.359985,360.149994,365.149994,365.149994,39632047
2021-10-19,367.000000,367.399994,366.649994,367.260010,367.260010,47604430
2021-10-20,367.989990,369.899994,365.500000,369.779999,369.779999,34850970
2021-10-21,368.000000,370.190002,360.880005,363.309998,363.309998,42048080
2021-10-22,361.399994,364.190002,358.049988,358.890015,358.890015,42774820
2021-10-25,359.989990,365.839996,356.690002,363.959991,363.959991,53655882
2021-10-26,365.000000,369.329987,362.619995,365.670013,365.670013,47143908
2021-10-27,363.290009,365.480011,361.179993,364.100006,364.100006,27278571
2021-10-28,360.980011,362.019989,351.619995,353.130005,353.130005,82141381
2021-10-29,353.600006,352.600006,345.450012,349.549988,349.549988,69140320
2021-11-01,356.910004,357.399994,356.410004,357.029999,357.029999,43006140
2021-11-02,352.859985,353.049988,352.309998,352.910004,352.910004,40884252
2021-11-03,350.559998,351.959991,346.619995,350.880005,350.880005,31858250
2021-11-05,352.000000,354.799988,349.230011,351.130005,351.130005,23957431
2021-11-08,353.000000,356.339996,348.350006,351.269989,351.269989,38099280
2021-11-09,351.059998,353.609985,348.700012,349.910004,349.910004,24087121
2021-11-10,349.989990,351.250000,347.339996,349.000000,349.000000,25945770
2021-11-11,346.679993,347.649994,346.079987,346.899994,346.899994,35995710
2021-11-12,347.000000,347.149994,331.000000,335.619995,335.619995,117832501
2021-11-15,333.799988,340.149994,333.799988,339.200012,339.200012,58866710
2021-11-16,341.480011,342.820007,331.609985,336.459991,336.459991,61874731
2021-11-17,336.000000,351.820007,334.829987,348.489990,348.489990,69026950
2021-11-18,350.049988,359.320007,342.279999,345.980011,345.980011,94672540
2021-11-19,348.470001,350.700012,334.200012,337.000000,337.000000,90476370
2021-11-22,334.989990,335.679993,316.660004,324.339996,324.339996,137471912
2021-11-23,316.089996,339.000000,310.700012,338.510010,338.510010,142333933
2021-11-24,343.869995,348.000000,332.750000,335.760010,335.760010,87941470
2021-11-25,340.000000,343.000000,335.700012,338.500000,338.500000,46136070
2021-11-26,337.519989,331.500000,320.100006,327.600006,327.600006,93382013
2021-11-29,335.000000,345.329987,331.959991,338.500000,338.500000,91637029
2021-11-30,332.500000,342.549988,331.799988,334.540009,334.540009,111902248
2021-12-01,338.510010,350.369995,337.609985,349.799988,349.799988,79183131
2021-12-02,347.299988,352.670013,344.799988,350.390015,350.390015,69459010
2021-12-03,351.500000,353.119995,345.350006,345.640015,345.640015,38751471
2021-12-06,348.739990,348.739990,333.350006,336.799988,336.799988,65302260
2021-12-07,339.250000,341.850006,333.429993,338.940002,338.940002,52107930
2021-12-08,347.359985,348.380005,336.529999,338.929993,338.929993,72000500
2021-12-09,340.299988,344.200012,336.450012,338.100006,338.100006,56440771
2021-12-10,337.119995,338.309998,329.980011,331.500000,331.500000,41110120
2021-12-13,332.929993,333.690002,315.000000,317.760010,317.760010,114628391
2021-12-14,304.839996,320.000000,302.510010,316.500000,316.500000,161288060
2021-12-15,321.869995,323.579987,316.500000,319.450012,319.450012,66599061
2021-12-16,327.910004,332.299988,326.670013,328.470001,328.470001,85888950
2021-12-17,327.980011,329.700012,323.029999,327.619995,327.619995,67718730
2021-12-20,320.320007,325.500000,316.109985,324.000000,324.000000,66064443
2021-12-21,330.890015,339.700012,326.500000,338.760010,338.760010,69405940
2021-12-22,342.989990,349.589996,339.290009,348.399994,348.399994,85867360
2021-12-23,346.899994,348.000000,337.000000,340.910004,340.910004,64248091
2021-12-24,339.200012,340.769989,334.549988,338.250000,338.250000,35784290
2021-12-27,340.179993,343.500000,340.100006,342.779999,342.779999,26628780
2021-12-28,346.299988,346.570007,344.480011,345.000000,345.000000,29673520
2021-12-29,342.200012,343.850006,337.130005,339.489990,339.489990,39270301
2021-12-30,340.000000,344.000000,337.399994,342.470001,342.470001,37799030
2022-01-03,346.649994,352.329987,346.399994,350.700012,350.700012,35107211
2022-01-04,355.799988,356.519989,348.350006,352.309998,352.309998,49519451
2022-01-05,350.940002,353.500000,343.410004,344.239990,344.239990,44892328
2022-01-06,340.640015,346.399994,335.619995,344.029999,344.029999,68176510
2022-01-10,348.989990,351.000000,340.510010,342.890015,342.890015,45571000
2022-01-11,343.250000,346.000000,341.269989,343.910004,343.910004,37702310
2022-01-12,342.600006,348.640015,339.570007,346.209991,346.209991,49324820
2022-01-13,346.170013,347.260010,333.489990,337.589996,337.589996,104348870
2022-01-14,338.559998,340.399994,321.510010,331.630005,331.630005,112652231
2022-01-17,335.899994,338.950012,319.170013,327.299988,327.299988,96946290
2022-01-18,327.299988,327.299988,327.299988,327.299988,327.299988,0
2022-01-19,299.000000,320.420013,282.720001,316.829987,316.829987,220090450
2022-01-20,318.399994,326.690002,310.070007,318.100006,318.100006,130272450
2022-01-21,309.489990,321.989990,303.500000,313.470001,313.470001,119138170
2022-01-24,310.799988,314.000000,280.600006,292.750000,292.750000,236552480
2022-01-25,293.940002,305.000000,289.619995,294.339996,294.339996,143186690
2022-01-26,302.899994,307.700012,293.700012,302.420013,302.420013,125078000
2022-01-27,296.929993,330.000000,294.000000,323.019989,323.019989,216081130
2022-01-28,325.500000,334.899994,322.049988,328.880005,328.880005,116239740
2022-01-31,328.880005,328.880005,328.880005,328.880005,328.880005,0
2022-02-01,334.950012,336.630005,325.299988,329.799988,329.799988,68010800
2022-02-02,332.390015,333.700012,325.700012,330.940002,330.940002,54760820
2022-02-03,330.000000,331.000000,322.299988,324.820007,324.820007,57601360
2022-02-04,325.500000,334.500000,320.880005,321.500000,321.500000,88655550
2022-02-07,324.510010,327.440002,316.640015,320.890015,320.890015,56310540
2022-02-08,321.450012,331.869995,319.000000,331.250000,331.250000,77966650
2022-02-09,332.299988,336.000000,330.179993,335.630005,335.630005,63273270
2022-02-10,335.410004,335.470001,328.100006,331.059998,331.059998,61934110
2022-02-11,328.970001,328.970001,316.200012,323.880005,323.880005,100771640
2022-02-14,314.100006,324.899994,303.250000,321.670013,321.670013,121315290
2022-02-15,322.429993,335.500000,322.429993,332.160004,332.160004,96884740
2022-02-16,335.859985,339.980011,331.619995,335.299988,335.299988,77190530
2022-02-17,336.369995,336.369995,322.040009,324.459991,324.459991,102164080
2022-02-18,325.510010,329.320007,306.700012,310.809998,310.809998,125466600
2022-02-21,309.480011,318.899994,241.000000,278.149994,278.149994,413310930
2022-02-22,253.949997,284.070007,246.699997,279.200012,279.200012,324950590
2022-02-24,255.020004,255.020004,126.529999,189.100006,189.100006,414024040
2022-02-25,208.009995,244.940002,191.600006,238.000000,238.000000,211877250
2022-03-28,225.000000,229.449997,213.029999,218.600006,218.600006,25249730
2022-03-29,220.000000,226.000000,206.000000,208.000000,208.000000,40380090
2022-03-30,211.000000,219.410004,210.520004,216.000000,216.000000,38680160
2022-03-31,218.979996,249.000000,217.100006,242.479996,242.479996,84081100
2022-04-01,245.899994,258.700012,242.479996,251.399994,251.399994,50666270
2022-04-01,245.899994,258.700012,242.479996,251.399994,251.399994,50666270
